id=828024724710182912 ; || ; actores españoles progres , americanos , queman negro gala Oscars . ; || ; 0
id=827998126279651328 ; || ; Jugar FIFA teclado ratón fácil difícil , subnormal . ; || ; 0
id=827997938035130369 ; || ; faltaba cosa rayarme subnormal ; || ; 0
id=827997828865744898 ; || ; @ elhmelizee sigue bien utilizado decir maricón frase ; || ; 0
id=827997716294819840 ; || ; @ pabloharour fachas guste país , España ; || ; 0
id=827997593871474688 ; || ; Aquí imbécil , rojo mierda VIVA FRANCO ARRIBA ESPAÑA ! ! ! ; || ; 1
id=827997564653928448 ; || ; @ MarcosCarou @ Azpitarte cara facha biencomido delata . Pobre diablo servicio régimen ( dieta ) ; || ; 1
id=827997372147974144 ; || ; Rovira lado Ministro llamado facha ; || ; 0
id=827997305492103169 ; || ; sé cómo gente hace llamar periodistas ganan dinero hacer ridiculo públicamente días . Menudo subnormal . ; || ; 0
id=827997243798089728 ; || ; @ MarinaCL32 @ rubia50tdq @ DeellSur cuánto mongolo suelto jajjajaja ; || ; 0
id=827997178417160193 ; || ; Ahora mismo acaban llamar racista impedir negro Mantero papeles cuele tras Chamartín @ CercaniasMadrid ; || ; 0
id=827997070816591873 ; || ; ¿El soplapollas Dani Rovira vez goya ? ver cuándo dejan darle trabajos subnormal . ; || ; 1
id=827997070657208320 ; || ; SER PUTO RETRASADO ... RETRASADO IMBECIL PROFUNDO https : //t.co/qif9gMY29t ; || ; 1
id=827996993935048704 ; || ; @ Elias_Tarsis SEGURO D Q MUJERES ? MEJOR CABALLEROS DISFRAZADOS.UNA MUJER HABLA . Adoro escribir si facha ? ? ; || ; 0
id=827996803169656832 ; || ; 39 dice , parece lleve hilo negro ... . Felicidades Jose , primeros 39 ! ! ? ? https : //t.co/mH2zS33lJW ; || ; 0
id=827996498017259521 ; || ; @ Telmometro jajajajajajajaja puto racista gracia jajajajajajajajajajajajajajajajajajajaja ; || ; 1
id=827996478467620864 ; || ; @ Ppsocs vete ver Bella bestia anda maricón gangoso ; || ; 1
id=827996440026808320 ; || ; Mejor escribo tweets hoy , parezco mónguer . ; || ; 0
id=827996431181029380 ; || ; españoles dar prioridad cine español , demás dar prioridad español fachas . # GoyasGolfos ; || ; 0
id=827996344111480833 ; || ; : suena chico . Padre : maricón . : camarero . Conozco camareros . Padre : maricones . ; || ; 0
id=827996335517335552 ; || ; @ ESChocopon ver ser `` maricón '' ? xd ; || ; 0
id=827996162825269249 ; || ; @ JorgeMasta @ RequilaRex SALVAR VIDAS SUBNORMAL , TAN DIFICIL HOMO SAPIENS UNINEURONAL ; || ; 1
id=827996069271306240 ; || ; @ Kratosssz ver q 10 big macs cambialos petisuis ver si creces puto gnomo enanooooooooooo ; || ; 1
id=827995934474764288 ; || ; Pone cara joder marica mierda hoy follo ; || ; 0
id=827995844033052672 ; || ; @ DJR3BO @ danielftjusten @ guardiacivil @ javirm1993 @ cristobalsoria subnormal independientemente equipo q . Insuperable ; || ; 1
id=827995724277223425 ; || ; Aquí monguer LET hablando tener puta idea . nuevo bajo sol . https : //t.co/Z0v9Ws9N6a ; || ; 0
id=827995620828917761 ; || ; Métete equipo mierda , puto subnormal @ JuanJGG7 @ valenciacf @ SDEibar ; || ; 1
id=827995393950629890 ; || ; Tenias cara felicidad guarrilla @ gabi7rma https : //t.co/TDx7H8obs8 ; || ; 0
id=827995348882829313 ; || ; vida da sorpresas : Ponerle hijo nombre Ares ( Dios guerra ) salga maricón . # FirstDates251 ; || ; 0
id=827995289973878790 ; || ; @ femineka naturaleza fuerte hombre subnormal ; || ; 0
id=827995115440525312 ; || ; facha esRadio . luego Madrid equipo régimen . Va carné xD https : //t.co/XSGHgxsYDN ; || ; 0
id=827995111938256896 ; || ; Mm falsa noche , cine negra ; || ; 0
id=827995011023302656 ; || ; putas wikis colores raros dejan viendo lineas negras lados 5 minutos ; || ; 0
id=827994968346206209 ; || ; dando corazonada Gaga va salir # PepsiHalftime vestida futbolistas , versión putona . dejo caer . ; || ; 0
id=827994848410079232 ; || ; @ DieguezMiguel Pues súbete repararlo , maricón ; || ; 0
id=827994708341305345 ; || ; @ BeatrizLeyvaGtz importa . real , terminarán furcia . # KCAEstrellaLatina # CD9 ; || ; 1
id=827994692604276741 ; || ; @ RogeredRoger ves moza pueblo amigo subnormal https : //t.co/wC0txSXwrR ; || ; 0
id=827994592507199488 ; || ; @ InacheteHD derramo BURN , MARICA . ; || ; 0
id=827994556855640066 ; || ; icono kcherno icono goals quiero meta broma maricon ; || ; 0
id=827994351930327040 ; || ; @ evrofighter88 @ US80Marceliano @ Ondy_85 @ willytoledo1 @ MelisaDRuiz ándate cuidado nazi mierda ? ? ; || ; 1
id=827994187329105922 ; || ; @ skyhookmagazine chaval parte culpa , @ OrlandoMagic hace tiempo agujero negro ; || ; 0
id=827994003656306688 ; || ; @ Seven7O7 tenia lapices , colores , sombreados blanco negro geniales ; || ; 0
id=827993988892336130 ; || ; Premios Mónguer 2017 . Mejor dirección novel : https : //t.co/OF3vRXoxI3 ; || ; 0
id=827993986967150594 ; || ; # L6NIglesias Joder , Cristina Pardo , respuestas Iglesias pintado Rojo , vergüenza . Vaya `` dejadas '' ancho soltado . ; || ; 0
id=827993965815332864 ; || ; @ 1144bpzr quizás pésima comprensión lectora ver sigas parado . Sólo contesté tarado decía q Cádiz mejor Teo ; || ; 0
id=827993955539288065 ; || ; anda cómeme huevos subnormal — pa pongo puto gilipollas https : //t.co/PPcjiLYTpX ; || ; 1
id=827993922857230340 ; || ; '' llaman maricon si escribes corazon , España profunda reniego . '' https : //t.co/EaJmaXKg0Y ; || ; 0
id=827993906239397894 ; || ; subnormal problemas infancia problemática https : //t.co/tDjbPUnDu7 ; || ; 0
id=827993830121160705 ; || ; luego digan # goya2017 rojos . llevado cura dirigir orquesta . ; || ; 0
id=827993733450850305 ; || ; @ esauistaNo1 Mamón ! ... . Disfruta pidas ensalada si piensan cahondeo ... . jjajajajaja ; || ; 0
id=827993612747153408 ; || ; @ xRussianFairy ¿Sale guarrilla pelirroja ? ; || ; 0
id=827993521755979777 ; || ; Illo vosotros ligais ? ? ? Siempre alguien mamona ; || ; 0
id=827993498158759941 ; || ; @ DaniF74 @ Une_passione @ agarzon nazi ? Presuntamente tampoco . Ahora conocéis chico . Daño gratuito parece . ; || ; 0
id=827993282072436736 ; || ; Cuánta gente cuánto periodistas mamón meando tiesto hoy suspensión Celta-Real Madrid . nivel , maribel . ; || ; 0
id=827993260777955328 ; || ; Hostias , acabo imaginar Hulk versión guarrilla OMG , elefante . ; || ; 0
id=827992579895652354 ; || ; @ Daniel_Robira parados . presenta parado puesto trabajo . `` interesa jardinero ? '' / `` Dejar dinero , mamón ? `` ; || ; 0
id=827992541261864960 ; || ; tos ' fachas . ; || ; 0
id=827992282787901440 ; || ; @ M_AnGeLeScc @ Une_passione @ agarzon cosa defender país ser nazi , cosas diferentes . ; || ; 0
id=827992264257503234 ; || ; @ Carpintxo @ Alboriar @ jmlopezzafra `` infraseres '' , atención , luego nazis ... pfff ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? https : //t.co/OZpqIKqy7R ; || ; 0
id=827992193092767745 ; || ; Aiii guarrilla pelirroja guapa ! ! ! @ cristinacastano echamos menos ! ! ! # goya2017 ; || ; 0
id=827991991287963649 ; || ; # FirstDates251 mierda postre aquel negro ? ? ? ? https : //t.co/Vd97ZAefo3 ; || ; 0
id=827991984031821825 ; || ; gatita , dale don dale , baila morena , sufre mamón pasión gavilanes JAJAJAJA https : //t.co/7LY3Fjr9Iz ; || ; 0
id=827991960191397889 ; || ; Pelirroja guarrilla , palante . # goya2017 ; || ; 0
id=827991895494295553 ; || ; Patri guarrilla pelirroja . Galaza . # Goya2017 ; || ; 0
id=827991892445057024 ; || ; @ Ppsocs puta madre moro mierda ; || ; 1
id=827991817496961024 ; || ; Dani Rovira grande critican ... ? ? ? ? ( ... negro ) # goya2017 ; || ; 0
id=827991784315826176 ; || ; cojones vosotros @ valenciacf , vergüenza . subnormal iré Mestalla siguiente partido . ; || ; 0
id=827991690883584001 ; || ; @ Serotoninka_ `` ¡Que jodan furcia ! Rap sucio si queda claro ... ! '' Tío , ver si colega saca mierda . ; || ; 1
id=827991637724905472 ; || ; @ DANIROVIRA @ Evita_Blanco99 jodan retrasado ... encantas @ Evita_Blanco99 jajaja ; || ; 1
id=827991499929485312 ; || ; @ CastigadorAstur @ LOrlandoVargas @ lunagalla @ DaniAhijado14 Homófobo si llamara maricón mierda rebañacondones , tampoco . ; || ; 0
id=827991493331865600 ; || ; teoría dice Trump Hydra pretende sustituir Cráneo Rojo # LosVengadores ; || ; 0
id=827990764676403202 ; || ; @ rafa_sramos7 gilipollas , . Sigo estadio ? Si estes retrasado , vida vale madrid . ; || ; 1
id=827990513835995137 ; || ; @ Diego_Magno1 Si , si aunque mona vista seda facha queda , adiós . ; || ; 0
id=827990402561105920 ; || ; @ Simonow_ ¿por molestaba signo identidad nacional ? sigue molestando fachas , claro ; || ; 0
id=827990326958776320 ; || ; Acabo poner Goya dispongo meterme Twitter cada X tiempo ver bilis derechona rancia ? ? https : //t.co/ylv6dQYtCA ; || ; 1
id=827990285670039554 ; || ; Venga Peter ... estrenas rojo ... ¿será verdad ? # OHD2TV3 ; || ; 0
id=827990208759074817 ; || ; Alves pedazo subnormal puedes cubrir palo corto ; || ; 1
id=827990204799676420 ; || ; @ SextaNocheTV c 's mira hacia lado silbando . tia facha prima hermana maruhenda dos babosas 13tvppodrido ; || ; 1
id=827990124822687745 ; || ; @ GQSpain leído `` mongolo `` ? ? ? ? ? ? ? ? ? ? ; || ; 0
id=827989999845044224 ; || ; @ DPelayoVuelve @ andresmr62 recurso facilón `` Franco '' `` Facha '' propio Merma . cultureta esperaba + @ litobalboa ; || ; 0
id=827989974146490368 ; || ; subnormal vez subiendo cuesta ... .. ; || ; 0
id=827989806315601921 ; || ; @ jkShirkz tipico gay 5€ 5€ , ? ; || ; 0
id=827989646005133312 ; || ; partidos políticos representantes lobby gay pro aborto Ecuador , desperdiciar voto est… https : //t.co/jXyqiKUvi9 ; || ; 0
id=827989643119456256 ; || ; Acá damos idea d cuales partidos políticos pro aborto , pro lobby gay anti familia desperd… https : //t.co/wTRCNV2ARN ; || ; 0
id=827989390601416704 ; || ; TIPO ARGUMENTO chavista TARADO & gt ; CLARO ! MONTAJES ACTUADOS https : //t.co/jgcVOT4SyL https : //t.co/x8qRzM7zIt ; || ; 0
id=827989373358596098 ; || ; @ JoJoFactsDubs ? dejé dibujarlo , demasiado raro XD si vieras Rohan hice ... Parece travelo ( ? ) ; || ; 0
id=827989090767339521 ; || ; moro — Si bueno mestizo mitad mitad https : //t.co/Gtp45l3qSg ; || ; 0
id=827989042960666624 ; || ; @ Azpitarte retratas solo intentando dejar mal Celta . Das pena , digas periodista , retrasado . ; || ; 1
id=827989034291101696 ; || ; @ Counterflow6 vendo . paño podéis iros misa después mitin Rajoy . tanta paz lleves gloria dejas . Facha ; || ; 0
id=827988987545583616 ; || ; @ PatxiArtieda @ parado_new - traes:5 pulpo,2 gambas,1 centolla , 4 albariños Miranda maricón cuñado RAPIDIÑO . ; || ; 0
id=827988933736853504 ; || ; @ mafolu2 @ luisonsank @ Jardiner_ daré asco , voy dejar subnormal así sabe hablar ofenda , saludos pío pío ; || ; 1
id=827988878233583619 ; || ; Daniel muerto veo twittear subnormal ; || ; 0
id=827988685064962048 ; || ; @ blanKat5 Ah , entonces sólo fan loca sabe mismo . ; || ; 0
id=827988586079408128 ; || ; @ Azpitarte subnormal profundo . ; || ; 1
id=827988464360624128 ; || ; Alan único animó desmentir cómo experimentos rojo , creen superiores @ combatearg ; || ; 0
id=827988438456610817 ; || ; @ andresmr62 facha , Sabandija ummmm , insulto unineuronal demás tonterías . Adiós . PD : Mírate bien Goya ; || ; 0
id=827988437710012416 ; || ; # Goya2017 embargo , cine español sigue lacras racistas » https : //t.co/PlW7egIWzK lacras machistas » https : //t.co/PlW7egIWzK ; || ; 1
id=827988142938587138 ; || ; @ Soo_365 `` querrá loca llamando japonés ... Malditos otaku '' ; || ; 1
id=827987940987064328 ; || ; @ Pablo_Iglesias_ , vas comunista luego vas Goya despilfarro dinero capitalismo allí ... Viva cholo ; || ; 1
id=827987796262526977 ; || ; '' Halloween español , si ateos podéis celebrar Navidad , cine español mierda actores rojos '' ; || ; 1
id=827987631506128896 ; || ; @ FlexZCoD next level , refiero negras ; || ; 0
id=827987527751651328 ; || ; explico madre dani rovira subnormal ; || ; 1
id=827987498018172929 ; || ; dani rovira va rapado nazi ; || ; 1
id=827987347811794945 ; || ; viendo goya seguro dani rovira hecho subnormal ; || ; 1
id=827986994005422080 ; || ; Marvin Antonio hace falta incalculable marico ; || ; 0
id=827986965677142018 ; || ; @ Hawkblade09 entiendo Pete blanco negro . ; || ; 0
id=827986916754731008 ; || ; Hostia tío mujer alma gemela . bomba baño negra bso Deadpool ? ? https : //t.co/0LkH6fu2mp ; || ; 0
id=827986857694810112 ; || ; Políticamente incorrecta = facha Land Rover @ Magrit_Matrice @ ElenaMoreno_82 ; || ; 1
id=827986814329880577 ; || ; @ javiatm1903 llame llorón si Franco llamase facha . única respuesta cabe vida ofende solo puede ; || ; 0
id=827986731370704901 ; || ; @ HispaniaFortius Uy facha ! ! ! Adiós ; || ; 0
id=827986707358294023 ; || ; # vipdirecto abad subnormal ; || ; 1
id=827986593394917377 ; || ; VENGA ACABA PONER PORTA TRAE MÓVIL SUBNORMAL ; || ; 1
id=827986529897349120 ; || ; Muchas veces única manera hacer frente vida poniéndote minifalda pintàndote putón . ; || ; 0
id=827986254096695298 ; || ; @ picdetroi albañiles bolivianos q reformando cocina baño gentlemen lado guarrilla callejolera . ; || ; 1
id=827986206403227649 ; || ; @ agumackay Agu , amigo . Muchísimas gracias querido . Perdoname ser tan subnormal dale beso enorme parte Gorka Felicitale tb ; || ; 0
id=827986196601196544 ; || ; @ Mikulandra62 Non do Celta do @ CDeportivoLugo aparte subnormal maricon perdido , seguro vives Chueca ; || ; 1
id=827986093857447936 ; || ; YouTube/Internet -Da puto asco -Nos vuelto locxs ? -Hipocresía everywhere xd -Mucho subnormal suelto https : //t.co/yK1nFPXPV2 ; || ; 1
id=827986063432044544 ; || ; @ AlbertoSM28 calla subnormal ven normal you mira rima hermano arkanO ; || ; 0
id=827985984352575489 ; || ; Sera facha lleva jaja https : //t.co/ppAa4mXAHq ; || ; 0
id=827985961946583040 ; || ; –Apoyemos cine ! +Cuál , español ? –No digas palabra ! +Cuál , España ? –Cine independiente , facha ! +Sin subvenciones ? –Neoliberal ! ; || ; 0
id=827985937292468224 ; || ; @ v8julia facha amargado veo ; || ; 1
id=827985880463896576 ; || ; Empecemos pronto hate luego hace noche : Dani Rovira subnormal . ; || ; 1
id=827985821269639168 ; || ; rabia da `` bomberos '' dijo peor cae clase : GILIPOLLAS , SUBNORMAL , GUARRA , INCULTA . ; || ; 1
id=827985787010547713 ; || ; irónico difícil maldito Charizard Entei . aún capture ambos gracias Plusle enano xDD ; || ; 0
id=827985759969931266 ; || ; @ pablobreish @ MrInsustancial películas sólo salen maricones travelos . ; || ; 0
id=827985525646753793 ; || ; fachas criticones van cenar tomar copita ? Prefieren criticar ? # Goya2017 ; || ; 1
id=827985438161960961 ; || ; # l6nenchufados Mierdanga , si , Mesa jardinero gusten plantas . Tarado ! ! ! ! ; || ; 1
id=827985241365176321 ; || ; nueva Trump : decretar sexo matrimonio , aborto matrimonio gay inmorales https : //t.co/CF5o9N6Nuj ; || ; 0
id=827985112335777793 ; || ; presentador destruyó feminazi argumentos https : //t.co/PQbZ3Viren ; || ; 0
id=827985079498571777 ; || ; @ TheMrPixel puto nazi pa vuelvas igual encuentras alguna sorpresa ordenador ; || ; 1
id=827985061253373952 ; || ; ? ? ? ? ? ? ? ? ? @ Playa Sucia , Cabo Rojo , PR https : //t.co/D5z92mJrdM ; || ; 0
id=827984827538370560 ; || ; @ Naniu1005 LOL XDDDDDDD gente subnormal ; || ; 0
id=827984760156856320 ; || ; viendo fotos Viktor escapó decir alto `` gay dios '' meo ; || ; 0
id=827984679802433536 ; || ; veces creo subnormal , luego hago confirmo ... Cuuñii ? ? : tal vida ? Mosqui : Pois 2017 Mosqui : tua ? ; || ; 0
id=827984419478716416 ; || ; @ mflp47178 querrás inculta facha ; || ; 1
id=827983965822808069 ; || ; @ marisavalde xenòfoba racista nazi.Solo sabes insultar gente tan sucia fanatica q desprestigia españa mundo ; || ; 1
id=827983890233098241 ; || ; cuatro fantasticos monguers heinsebregers jajajajajaja… https : //t.co/uYMwxsfmqB ; || ; 0
id=827983840094326785 ; || ; xente pasa ser facha declarada ir super progre guay twitter sodes moi riquiños ; || ; 0
id=827983828203487232 ; || ; gustaba humorista subnormal . ; || ; 0
id=827983788978356225 ; || ; @ kisekish claro , digo si homófobo satirizamos conducta si , debes sentirte atacade . ; || ; 0
id=827983636829974528 ; || ; resumen , considerar bi igual maricón , reducís bi maricones/bolleras , decís son» ; || ; 0
id=827983620438638594 ; || ; @ eldury56 tipo subnormal ; || ; 0
id=827983545708793857 ; || ; puto encanta pezon loca haría . Cualquiera nariz-boca https : //t.co/NTuzQiOz5M ; || ; 0
id=827983531364274178 ; || ; @ bazaaanagustina callate vos sos re gay jajajajaj ; || ; 1
id=827983398580940800 ; || ; @ TrosodeMierda dices mamon xD parece pasada , actuación James McAvoy ; || ; 0
id=827983280859389954 ; || ; das numero ex amiguitas vacilen ligan puedes ser mas subnormal ! ! JAJAJAJAJ ; || ; 0
id=827983236240400384 ; || ; @ juanma_rguez enano payaso mierda culo folladas mete pedrerol maricon bujarron ; || ; 1
id=827983149036605440 ; || ; @ QueerPunkRiot vez `` imperio gay '' cojones ; || ; 1
id=827982908967251968 ; || ; @ MisterTati machista nazi , menuda escoria . Messi paga 50 % ingresos españa , pueden decir ; || ; 1
id=827982830038827009 ; || ; '' racista ... '' `` machista ... '' `` homófobx ... '' https : //t.co/EprXFmWzCD ; || ; 0
id=827982780495753216 ; || ; Donald Trump és racista , machista muchas mas mierdas ... aún puedo , joder ! pelirrojo ! Pelirrojo ! ! si acojona . ; || ; 1
id=827982748098899969 ; || ; @ rtvees reinona llegando siempre ultima # goya2017 # paulaechevarria ; || ; 0
id=827982648354144256 ; || ; @ PSOE @ ahorapodemos @ PPopular socialistas franceses fachas , acaban mítines marsellesa ... ; || ; 0
id=827982449493831680 ; || ; 7- Trump barba , seguro si seria tan subnormal ... https : //t.co/azLtcv3RdQ ; || ; 0
id=827982356996878336 ; || ; @ marisavalde escondo detras dibujito Seguro q neonazi inculta fanatica Das puta pena Habran sufrido papas . ; || ; 1
id=827982256471998464 ; || ; @ albertogrcsm @ cristobalsoria ojala caiga multa puto gitano . lleva cinturón si q ir pa cueva rapido ; || ; 1
id=827982190134837248 ; || ; Maricón ( supongo bollera ) , insultos puede apropiarse cualquiera SGA , dicen personas que» ; || ; 0
id=827982176356593665 ; || ; SUBNORMAL . https : //t.co/fKsYGD6MLe ; || ; 1
id=827982034408701952 ; || ; @ LukRockdriguez @ vipexprexx @ Mortimer_Fu Técnicamente humor homófobo . grado posición respecto temas orden ; ) . ; || ; 0
id=827981817747615748 ; || ; 02:45 pm dando cama loca wtf ; || ; 0
id=827981723493400576 ; || ; cantidad comentarios machistas racistas TT xddddd # Arruinaunacitacon4palabras ; || ; 0
id=827981623077568517 ; || ; @ agarzon veas bien hazañas grupo q apoyan fachas , dice ideas q defiendes majete ; || ; 0
id=827981519419498496 ; || ; tratan cola fuerte feminazi : https : //t.co/DDxfqSIFpk ; || ; 0
id=827981153059688448 ; || ; @ ThePumpkinGrin Da rabia gente disfrutaría viajes , racista mierda . quede casa ; || ; 1
id=827981117424812033 ; || ; usted @ TomasFTerrados pérfido `` provocador facha '' ? @ elentirvigo ; || ; 1
id=827980960591446017 ; || ; - traes : cuatro pulpo , dos gambas , centolla , 4 albariños Miranda maricón cuñado RAP… https : //t.co/wPDeUO3fmR ; || ; 0
id=827980898448633856 ; || ; Siglo 21 seguís llamando maricon alguien pa insultarlo ; || ; 0
id=827980887295918081 ; || ; @ AntonioMaestre Manifas fachas , # Vistalegre2 ... periodismo profesión riesgo . ; || ; 0
id=827980613168799744 ; || ; reflejar realidad primero deberían bajar tierra dejar imaginarse gilipolleces ( todas travelos ) https : //t.co/3QskQbuVua ; || ; 0
id=827980563785064449 ; || ; embargo , mismos putos fachas ven bien Iglesia toros financien dinero público . ; || ; 1
id=827980558634512385 ; || ; Foto monguer día ? ? https : //t.co/FRGNuZ8EO6 ; || ; 0
id=827980536794664960 ; || ; cuidao q hoy dia vas calle acocsa MARIPOSON ... .. ; || ; 0
id=827980379860656128 ; || ; 8 medicina dice Aida . subnormal # VIPDirecto ; || ; 1
id=827980339830218754 ; || ; @ cristobalsoria @ guardiacivil jodete subnormal ajajajaajaja multita señor favor asi aprende ; || ; 1
id=827980301796311042 ; || ; solo conoces lista , fachas afines https : //t.co/7hKehqFKvi ; || ; 1
id=827980150461575168 ; || ; puto rojo , señor . majo . Ahí foto enmarcada mismo George W Bush Colin Powell . coño . ; || ; 0
id=827980136825884674 ; || ; @ lareando @ Dri69 intentar hacer humor negro absurdo USA , mirados . Queda infantil . ; || ; 0
id=827980101992271872 ; || ; pretendía doctora tomara mierda 90 días loca señora ; || ; 0
id=827979671350415360 ; || ; Quiero follarme negro vagina grande llenáis JODER LLENÁIS CAGO PUTA JODER ; || ; 0
id=827979587745411072 ; || ; https : //t.co/O63U6Bla9J malditos nazis Kiev nuevo asesinando civiles ... hdlgp ; || ; 1
id=827979565670739969 ; || ; COMPRATE UNAS PIERNAS HIJO DD GRANDÍSIMA PUTA @ MARIOSUAREZ4 VER SI DESAPARECES SUBNORMAL ; || ; 1
id=827979462188867584 ; || ; @ abcdesevilla vayan ta freír puñetas , pocos interesa , peñazos tíos fosilizados comunistas disfrazados perroflautas . ; || ; 1
id=827979163579666437 ; || ; @ nosoloporno69 arbitro ver manotazo chaval subnormal , sangrante si cabe ; || ; 0
id=827979077961338881 ; || ; pavo titular . Puto racista mierda @ Agné ; || ; 1
id=827978862780960768 ; || ; @ Fabelol1991 XDDDDD subnormal haberlas grabao ; || ; 0
id=827978661903134725 ; || ; adulterar competición , perjudicando Madrid Alavés ( descanso copa ) dice subnormal @ 3gerardpique ; || ; 1
id=827978546232565760 ; || ; @ 24Espana vuelve Ciudadanos facha pro guerra Irak deja paz único educado . ; || ; 1
id=827978420265029632 ; || ; quiero maricon ! https : //t.co/NpcVekfOdI ; || ; 0
id=827978213322346498 ; || ; Así informó panfleto comunista perroflauta @ publico_es ataque terrorista abortado París.. # Gentuza https : //t.co/Kqf7I5z9hw ; || ; 1
id=827978085018517508 ; || ; Hola . puesto pintalabios morado-negro . acabo dar cuenta ceno pizza . gilipollas . Adiós . ; || ; 0
id=827977867027947521 ; || ; @ iriareguera , és facha mierda sabe hacerse simpático ; || ; 1
id=827977755237183489 ; || ; banda niñatos , pijos desclasados , impresentables , arribistas , destructores , defensores `` '' , fachas . ; || ; 1
id=827977734156644353 ; || ; alcalde Vigo quiere llevarse premio edil subnormal país , mérito viendo competidores ; || ; 1
id=827977413309112320 ; || ; Subnormal , tira coger percebes comer pulpo , fútbol encargamos . https : //t.co/9ZPbTUlwfA ; || ; 1
id=827977181775220736 ; || ; @ MrMisterii xa podias tar Coruña maricon ; || ; 1
id=827977144127090690 ; || ; Grito marica lloro . https : //t.co/bDMJPudOjQ ; || ; 0
id=827977125995085824 ; || ; @ larazon_es ay burka paso ! ! faldita rosa rodillas jajajajajajaja jijijijijijiji cuanto mamón , falta collejassss ; || ; 0
id=827977007032066048 ; || ; @ ironianoexiste @ SamuelMontes96 justificar nazis diciendo q gilipollas quita q , tmb llama pensar : | ; || ; 0
id=827977002946797569 ; || ; @ MinstDeLaVerdad @ roy_swan Normal parezca círculo pequeño , si comparamos círculo odio facha . ; || ; 0
id=827976972936548353 ; || ; @ ThePumpkinGrin Tío , si dan miedo rojos mierda ... miedo si pegan calle ser española ; || ; 1
id=827976623291039745 ; || ; Curioso dos actrices internacionales vayan negro . dos guapísimas ... favor… https : //t.co/VWgm4fcUOa ; || ; 0
id=827976449105788932 ; || ; @ parado_new @ Carloscatetolan maricón Aida ? ; || ; 0
id=827976404792930306 ; || ; pitéis , hombre , Champions final Copa . Vete mierda , subnormal . ; || ; 1
id=827976323847032832 ; || ; puto rojo socialista mierda , falla https : //t.co/4eLz2Gv3Ms ; || ; 1
id=827976176312385537 ; || ; @ birutasf1 @ Laynaa__ @ visualPetronio @ Xuxipc @ isaprospe demás inventado troll facha aburrido . ; || ; 1
id=827975817003151361 ; || ; Menudo mongolo seguro barsa ; || ; 1
id=827975795578638336 ; || ; @ angelitro67 imbéciles aqui llamarían `` nazis '' . Bello himno . ; || ; 0
id=827975588791087104 ; || ; @ skankthis @ AlexxRCDE odie facha hace feliz , verdad . contrario preocuparía ? ? ? ? ? ? ? ? ? ? ; || ; 0
id=827975417156030464 ; || ; llego momento verdad , ¡ cago vivo maricón ! # Melfest # melodifestivalen ; || ; 0
id=827975261387886592 ; || ; Cuánto tarado entiende quiere contarrrr ; || ; 0
id=827975220359208961 ; || ; @ NesagaHS Aprende comer subnormal ; || ; 1
id=827975182174318596 ; || ; Pasitoo pasitoo , suave suavecitoo ... ? ? ? ? ? ? ? ? ? ? ? ? @ Machorras https : //t.co/OqWV8sjua9 ; || ; 0
id=827975097243811841 ; || ; @ pitilleando Hijo puta @ robindelousli @ un_esser cabronazo @ PANTERASR0SAS subnormal @ ArkaitzBlz puto mongolo… https : //t.co/tNkRUxatxL ; || ; 1
id=827975077090230275 ; || ; @ pazcsil respondido 2 veces subnormal xDDDDDDDD ; || ; 0
id=827975063764873221 ; || ; @ Cunadanos Guia usuarios Forocoches : 'ya fachas , ahora fachas ' https : //t.co/c2EOlCnsVW ; || ; 0
id=827974748449685505 ; || ; Tio gente subnormal pérdida ; || ; 0
id=827974615901282305 ; || ; @ NievesGalvez criterio sé ... si llaman nazi , machista gilipollas ... parte block tercero discordia . Paso . ; || ; 0
id=827974573207482372 ; || ; Despreciable gente queja suspendieron partido . ¿No sabéis peligro temporal tejado rojo ? ; || ; 0
id=827974517846835200 ; || ; @ roberruizcarazo @ SrJadiar @ cristobalsoria Nah , Real Mataos Fachas Club ; || ; 0
id=827974440009007104 ; || ; @ pitilleando Hijo puta @ robindelousli @ un_esser cabronazo @ PANTERASR0SAS subnormal @ ArkaitzBlz puto mongolo @ Helenna9656 guarra ; || ; 1
id=827974309855510529 ; || ; @ niputaideatio madre quieras , menos hijo retrasado , da subvención pagarte camisetas CR ? ; || ; 1
id=827974275927777281 ; || ; sé si abandonar Facebook día hace feliz , fachas dejen España siempre debe ser ostia . ; || ; 1
id=827974141236146177 ; || ; Seguid tragando monguers @ realmadrid sigamos permitiéndolo ; || ; 0
id=827974131266228224 ; || ; Vida loca casa sabato sera @ defilippi_m ? ? ; || ; 0
id=827974099645452288 ; || ; https : //t.co/vJRZkifeVN Malditos nazis lección Milicias contraataque contundente mande Kiev ? ; || ; 1
id=827973981600890885 ; || ; @ maternitis argumento siempre ? Si piensas distinto rebaño , entonces facha ... Vergüenza dais vosotros ... # BoicotALosGoya ; || ; 0
id=827973956250587136 ; || ; @ mrlittlebab va mongolo sabiendo block pretendía seguir hoy IG ; || ; 0
id=827973776914649089 ; || ; real voy andando casa grito madre : MARICÓN ASENTO , hecho 5 veces hoy ; || ; 0
id=827973363985428482 ; || ; Hace mes quiero rosquete ninguna vende contesta ... sufriendo , quiero rosquete ? ? ; || ; 0
id=827973137803444224 ; || ; iba bien salió Catalunya . tema , igual fachas ignorantes ... ¡Si Karl Marx… https : //t.co/h4LK5uOmh5 ; || ; 1
